Id,x,y,size,showlabel,key,label
Unconventional,545.886169,-2550.283691,7.85739,false,Unconventional,Unconventional
sands,552.023804,-2651.983643,7.85739,false,sands,sands
Microseismic,417.069855,-2611.09082,7.85739,false,Microseismic,Microseismic
Multi-agent_systems,-2350.164062,-607.636475,7.849031,false,Multi-agent systems,Multi-agent systems
UAV,-415.158936,-1871.342651,7.849031,false,UAV,UAV
Parsing,-923.709656,2985.132812,7.84376,false,Parsing,Parsing
Sociology_and_Political_Science,-1066.819214,2655.761475,7.84376,true,Sociology and Political Science,Sociology and Political Science
debate,-1044.368042,2677.879395,7.84376,false,debate,debate
academics,-1429.422363,2948.673828,7.84376,false,academics,academics
Stemming,-1027.269165,2953.2854,7.84376,false,Stemming,Stemming
TOPSIS,-1018.107727,2352.383301,7.839164,false,TOPSIS,TOPSIS
Electroencephalogram,1828.652588,1951.8927,7.831533,false,Electroencephalogram,Electroencephalogram
Synaptic,1451.731689,1796.254883,7.831533,false,Synaptic,Synaptic
ASD,2130.712158,1897.303955,7.831533,false,ASD,ASD
Thrombosis,3208.918945,933.095581,7.831533,false,Thrombosis,Thrombosis
Endoscopic,3569.904053,91.818268,7.831533,false,Endoscopic,Endoscopic
neurodegenerative,1985.980957,1820.002563,7.831533,false,neurodegenerative,neurodegenerative
Undergoing,3236.719727,908.854187,7.831533,false,Undergoing,Undergoing
Psychological,2170.222168,1974.675415,7.831533,false,Psychological,Psychological
flips,2160.391113,1372.478882,7.831533,false,flips,flips
DCE-MRI,2456.312988,1204.812256,7.831533,false,DCE-MRI,DCE-MRI
SWAT,1080.181396,-4001.116943,7.827339,false,SWAT,SWAT
radiative,837.6297,-3680.331543,7.827339,false,radiative,radiative
In-situ,993.859558,-3755.985596,7.827339,false,In-situ,In-situ
Whale_optimization_algorithm,-1455.449341,900.952637,7.825456,false,Whale optimization algorithm,Whale optimization algorithm
Subway,-1866.602295,541.184082,7.825456,false,Subway,Subway
rails,-1885.321167,532.986206,7.825456,false,rails,rails
Job-shop,-2120.219482,1261.854004,7.825456,false,Job-shop,Job-shop
Hunting,-1446.962769,918.105835,7.825456,false,Hunting,Hunting
Directed,-2528.060547,2576.727539,7.825456,false,Directed,Directed
Acyclic,-2580.662354,2615.898926,7.825456,false,Acyclic,Acyclic
Immunology,3629.319824,-620.649414,7.824386,true,Immunology,Immunology
metagenomics,3584.555176,-1298.901123,7.824386,false,metagenomics,metagenomics
chromosome,3720.821289,-1387.251587,7.824386,false,chromosome,chromosome
habitats,1460.297607,-3610.693604,7.824386,false,habitats,habitats
rRNA,3530.814453,-1290.682129,7.824386,false,rRNA,rRNA
Lithium-ion_battery,-1639.397095,-814.314026,7.815164,false,Lithium-ion battery,Lithium-ion battery
batteries,-1681.285767,-849.731018,7.815164,false,batteries,batteries
MPP,-2148.630859,-1369.542358,7.815164,false,MPP,MPP
BLDC,-2231.567139,-1384.947754,7.815164,false,BLDC,BLDC
Parallel,-3803.647705,1961.631714,7.812912,false,Parallel,Parallel
programmable,-3641.855225,1793.720703,7.812912,false,programmable,programmable
LASSO,154.127914,808.921448,7.807368,false,LASSO,LASSO
18F-FDG,3576.841797,-17.445665,7.804437,false,18F-FDG,18F-FDG
Histology,3798.636475,-107.191414,7.804437,true,Histology,Histology
B-cell,3739.840088,-497.491211,7.804437,false,B-cell,B-cell
PFS,3759.275879,-240.701279,7.804437,false,PFS,PFS
Grasping,732.335754,708.158447,7.803144,false,Grasping,Grasping
Injured,2102.942383,1108.919189,7.803144,false,Injured,Injured
Voluntary,1777.989624,1170.659912,7.803144,false,Voluntary,Voluntary
Radiological,2842.889893,700.026123,7.803144,false,Radiological,Radiological
QAM,-4085.782471,-274.732361,7.798406,false,QAM,QAM
ISI,-4128.368652,-269.185272,7.798406,false,ISI,ISI
Stackelberg,-3342.609375,446.393311,7.798406,false,Stackelberg,Stackelberg
threats,-3313.223877,1315.041504,7.788922,false,threats,threats
elective,3260.178955,900.586487,7.788922,false,elective,elective
bitrate,-3439.182861,822.350403,7.788922,false,bitrate,bitrate
cylinder,-708.82251,-1982.743896,7.788922,false,cylinder,cylinder
Cu,-2628.710205,258.11673,7.788922,false,Cu,Cu
hydrodynamics,-771.152649,-1900.957764,7.788922,false,hydrodynamics,hydrodynamics
Delineated,2291.885986,489.620178,7.786138,false,Delineated,Delineated
Brachytherapy,2231.928711,462.986145,7.786138,false,Brachytherapy,Brachytherapy
atmosphere,835.326111,-3704.397217,7.781103,false,atmosphere,atmosphere
Optically,1008.928772,-3682.782715,7.781103,false,Optically,Optically
river,1099.820679,-3958.511719,7.781103,false,river,river
Snow,935.74646,-3914.075928,7.781103,false,Snow,Snow
Structural_health_monitoring,95.738831,-1536.633667,7.771832,false,Structural health monitoring,Structural health monitoring
Recommendation_system,-1458.464111,2251.569336,7.771832,false,Recommendation system,Recommendation system
sparse,-2043.69043,427.294403,7.771832,false,sparse,sparse
Heritability,3669.758789,-1470.653809,7.771832,false,Heritability,Heritability
Diesel,738.169678,-2293.886963,7.771832,false,Diesel,Diesel
L1,-2062.637451,264.513092,7.771832,false,L1,L1
Compressed_sensing,-2030.554321,413.248413,7.771832,false,Compressed sensing,Compressed sensing
Zn,734.818237,-1966.285156,7.771832,false,Zn,Zn
Compressed,-2762.161621,706.239685,7.771832,false,Compressed,Compressed
Organizational,-1718.075317,1973.126343,7.771832,false,Organizational,Organizational
RBM,938.070068,3362.390869,7.771832,false,RBM,RBM
Russia,-1616.155029,1782.657959,7.771832,false,Russia,Russia
consumers,-1790.098877,1753.195801,7.771832,false,consumers,consumers
Geothermal,98.655785,-2355.738281,7.771832,false,Geothermal,Geothermal
transmembrane,2941.338867,-1500.730347,7.771832,false,transmembrane,transmembrane
Pharmacological,2822.989746,-1459.371948,7.771832,false,Pharmacological,Pharmacological
Intracellular,3332.370361,-1098.535034,7.771832,false,Intracellular,Intracellular
Semantic_segmentation,1015.87207,3352.299072,7.771832,false,Semantic segmentation,Semantic segmentation
Indentation,230.337601,-1432.976807,7.771832,false,Indentation,Indentation
Inception,1043.969971,3416.435303,7.771832,false,Inception,Inception
H2O,1103.286377,-2069.85791,7.771832,false,H2O,H2O
Lagrangian,-2131.787354,-110.943077,7.771832,false,Lagrangian,Lagrangian
Brain-computer_interface,1813.882568,1967.237671,7.756856,false,Brain-computer interface,Brain-computer interface
CSF,2030.621948,1804.283447,7.756856,false,CSF,CSF
Magnetic_resonance_imaging,2232.464355,1459.683594,7.756856,false,Magnetic resonance imaging,Magnetic resonance imaging
Undersampled,2120.764893,1379.71228,7.756856,false,Undersampled,Undersampled
Psychosis,2119.281006,1947.579102,7.756856,false,Psychosis,Psychosis
Arousal,1882.815918,2007.075806,7.756856,false,Arousal,Arousal
argue,-1016.572388,2652.88501,7.753777,false,argue,argue
classrooms,-1358.073486,2970.908691,7.753777,false,classrooms,classrooms
Naive_Bayes,-694.538208,2938.051025,7.753777,false,Naive Bayes,Naive Bayes
undergraduate,-1377.154663,3004.002441,7.753777,false,undergraduate,undergraduate
Political_Science_and_International_Relations,-1072.401367,2634.279785,7.753777,true,Political Science and International Relations,Political Science and International Relations
Information_retrieval,-1036.511353,2990.683594,7.753777,false,Information retrieval,Information retrieval
mentions,-956.679077,3019.222168,7.753777,false,mentions,mentions
Legal,-1054.468018,2595.063965,7.753777,false,Legal,Legal
pathways,3872.925537,-821.04657,7.750042,false,pathways,pathways
finite-difference,-325.111084,-2342.411377,7.749102,false,finite-difference,finite-difference
nanoscale,600.107117,-1818.37207,7.749102,false,nanoscale,nanoscale
Capillary,2644.407959,983.215637,7.749102,false,Capillary,Capillary
Diffraction,198.482101,-2341.648438,7.749102,false,Diffraction,Diffraction
Planetary,113.490532,-901.1651,7.749102,false,Planetary,Planetary
S-1,109.386551,-817.426514,7.749102,false,S-1,S-1
CCTA,2878.769043,990.130493,7.746146,false,CCTA,CCTA
Cardiomyopathy,3173.951904,1431.103027,7.746146,false,Cardiomyopathy,Cardiomyopathy
Heart,3171.921387,1451.486328,7.746146,false,Heart,Heart
eligible,3412.905518,837.988525,7.746146,false,eligible,eligible
Distributed_generation,-2201.278076,-1209.181885,7.742849,false,Distributed generation,Distributed generation
Photovoltaic_system,-2187.38208,-1350.411499,7.742849,false,Photovoltaic system,Photovoltaic system
overshoots,-2243.759521,-1247.459229,7.742849,false,overshoots,overshoots
Synchronous,-2248.422119,-1419.115234,7.742849,false,Synchronous,Synchronous
Duty,-2241.208252,-1401.54187,7.742849,false,Duty,Duty
PMSM,-2301.760254,-1442.77771,7.742849,false,PMSM,PMSM
Electricity,-1724.501709,-711.650146,7.742849,false,Electricity,Electricity
Modulation,-3022.313232,-989.026978,7.742849,false,Modulation,Modulation
Bluetooth,-3301.78833,-32.703739,7.741162,false,Bluetooth,Bluetooth
PF,-1096.504395,-206.917236,7.741162,false,PF,PF
Line-of-Sight,-3310.493164,-150.139893,7.741162,false,Line-of-Sight,Line-of-Sight
Agricultural,1356.264771,-3606.099609,7.734671,false,Agricultural,Agricultural
chemometrics,1522.386108,-3130.417725,7.734671,false,chemometrics,chemometrics
maize,1400.669678,-3548.488525,7.734671,false,maize,maize
pigments,1054.010498,-3631.564941,7.734671,false,pigments,pigments
warmer,954.70752,-3924.357666,7.734671,false,warmer,warmer
Allocation,-4224.280762,-111.614563,7.731851,false,Allocation,Allocation
Resource_allocation,-4221.78418,-40.80888,7.731851,false,Resource allocation,Resource allocation
femtocell,-4191.070312,-60.348919,7.731851,false,femtocell,femtocell
Wearable_sensors,1689.240112,1067.881104,7.724695,false,Wearable sensors,Wearable sensors
wearable,1677.784668,1085.148193,7.724695,false,wearable,wearable
vertebrae,2129.642334,973.162659,7.724695,false,vertebrae,vertebrae
workspace,-191.112839,183.304352,7.724695,false,workspace,workspace
revisions,2138.028076,1023.580566,7.724695,false,revisions,revisions
fracture,2140.180176,928.001953,7.724695,false,fracture,fracture
Subject-specific,1870.669067,1246.759766,7.724695,false,Subject-specific,Subject-specific
Aircraft,-705.49176,-1751.375244,7.720062,false,Aircraft,Aircraft
De_novo,3689.894043,-1341.327271,7.719025,false,De novo,De novo
Copy,3771.733398,-1359.277344,7.719025,false,Copy,Copy
Geotechnical_Engineering_and_Engineering_Geology,519.001343,-2646.096191,7.71442,true,Geotechnical Engineering and Engineering Geology,Geotechnical Engineering and Engineering Geology
SPECT,2833.30957,980.421814,7.71442,false,SPECT,SPECT
Parallel_algorithm,-3774.303711,2001.129517,7.709922,false,Parallel algorithm,Parallel algorithm
C++,-3721.077881,2039.265015,7.709922,false,C++,C++
Chaotic,-3475.317383,1298.655762,7.703201,false,Chaotic,Chaotic
Insulin,3211.079102,565.304993,7.703201,false,Insulin,Insulin
embeds,-3357.375732,1145.502075,7.703201,false,embeds,embeds
Preconditioning,-1783.411621,-487.80423,7.703201,false,Preconditioning,Preconditioning
H.264/AVC,-3409.544678,847.384949,7.703201,false,H.264/AVC,H.264/AVC
HEVC,-3391.064941,842.337219,7.703201,false,HEVC,HEVC
Denoised,-2360.519287,639.563171,7.703201,false,Denoised,Denoised
RV,3192.843994,1421.722046,7.703201,false,RV,RV
Venous,3150.71875,951.908264,7.703201,false,Venous,Venous
Cybersecurity,-3334.365234,1359.381226,7.703201,false,Cybersecurity,Cybersecurity
countermeasures,-3391.313477,1348.699951,7.703201,false,countermeasures,countermeasures
contourlet,-3007.42041,1020.097046,7.703201,false,contourlet,contourlet
GF,-3544.585205,1424.843994,7.703201,false,GF,GF
Medicare,3433.520752,899.404907,7.703201,false,Medicare,Medicare
Cooling,-564.570435,-1954.214722,7.703201,false,Cooling,Cooling
fistulas,3174.751709,849.821777,7.703201,false,fistulas,fistulas
MOGA,-1030.996704,1263.629517,7.698418,false,MOGA,MOGA
aspirations,3694.40918,27.205978,7.695373,false,aspirations,aspirations
cysts,3682.012451,82.474266,7.695373,false,cysts,cysts
_Leisure_and_Hospitality_Management,-1739.871948,1454.287964,7.690898,false,Leisure and Hospitality Management,Leisure and Hospitality Management
cargoes,-1874.749023,1011.631592,7.690898,false,cargoes,cargoes
Foraging,-1560.214844,923.00647,7.690898,false,Foraging,Foraging
trucks,-1900.379028,995.766663,7.690898,false,trucks,trucks
Irrigation,1298.46167,-3691.603027,7.688037,false,Irrigation,Irrigation
biomass,1234.268188,-3690.55957,7.688037,false,biomass,biomass
fuels,717.012146,-2289.38501,7.683674,false,fuels,fuels
cleavage,3026.17749,-1460.136963,7.683674,false,cleavage,cleavage
ions,1373.268433,-1888.22937,7.683674,false,ions,ions
Connectivity,1933.123901,1926.507324,7.681663,false,Connectivity,Connectivity
Neurology_,2040.416382,1830.155273,7.681663,true,Neurology,Neurology
BOLD,1967.498901,1928.000244,7.681663,false,BOLD,BOLD
Plasticity,1071.269409,1336.410278,7.681663,false,Plasticity,Plasticity
PHEV,-1756.724854,-828.651855,7.670047,false,PHEV,PHEV
aggregators,-1740.823975,-737.095886,7.670047,false,aggregators,aggregators
Clustering,-2908.509521,2306.146484,7.670047,false,Clustering,Clustering
Trapezoidal,-999.32135,2303.410645,7.670047,false,Trapezoidal,Trapezoidal
WSN,-4013.835205,327.476318,7.66488,false,WSN,WSN
equalizer,-4102.146484,-309.186096,7.66488,false,equalizer,equalizer
Cancellation,-4140.018066,-243.073746,7.66488,false,Cancellation,Cancellation
two-tier,-4260.850098,-132.555008,7.66488,false,two-tier,two-tier
energy-aware,-4096.364258,272.608551,7.66488,false,energy-aware,energy-aware
channels,-4150.369629,-259.049103,7.66488,false,channels,channels
VLC,-4152.293457,-315.25177,7.66488,false,VLC,VLC
teachers,-1348.681763,2987.202393,7.663039,false,teachers,teachers
Education,-1394.29187,2960.334961,7.663039,true,Education,Education
posts,-1093.218994,2848.73999,7.663039,false,posts,posts
Agency,-1034.02063,2645.670654,7.663039,false,Agency,Agency
Entity,-969.516724,3034.181885,7.663039,false,Entity,Entity
Spam,-1550.514648,2289.746582,7.663039,false,Spam,Spam
Recommender_systems,-1421.525146,2262.204834,7.661521,false,Recommender systems,Recommender systems
Milling,325.848938,-1789.023315,7.661521,false,Milling,Milling
Sandwich,68.996925,-1472.209351,7.661521,false,Sandwich,Sandwich
enterprises,-1780.327026,1911.508057,7.661521,false,enterprises,enterprises
Drilling,377.691376,-2056.751221,7.661521,false,Drilling,Drilling
business,-1788.649902,1930.2323,7.661521,false,business,business
Finite_element_analysis,117.35041,-1398.947998,7.661521,false,Finite element analysis,Finite element analysis
hardness,252.025482,-1473.434814,7.661521,false,hardness,hardness
Economy,-1637.943237,1719.353027,7.661521,false,Economy,Economy
Digitalization,-1727.632568,1938.005859,7.661521,false,Digitalization,Digitalization
circumference,3288.143555,556.733032,7.66008,false,circumference,circumference
Arterial,3017.430176,1087.757812,7.66008,false,Arterial,Arterial
accelerometer,1639.765381,1036.202881,7.645668,false,accelerometer,accelerometer
fixations,2116.845215,1013.857605,7.645668,false,fixations,fixations
Streamflow,1031.466919,-4030.001709,7.641198,false,Streamflow,Streamflow
Immunology_and_Allergy,3631.525879,-531.943665,7.640422,true,Immunology and Allergy,Immunology and Allergy
Inflammatory,3551.334961,-271.028748,7.640422,false,Inflammatory,Inflammatory
Downloaded,3884.295898,-633.72998,7.640422,false,Downloaded,Downloaded
GBM,3873.323486,-357.414825,7.640422,false,GBM,GBM
isoforms,3897.503662,-972.026428,7.640422,false,isoforms,isoforms
nodules,3632.697266,72.155586,7.640422,false,nodules,nodules
Pancreatic,3686.957275,-42.844463,7.640422,false,Pancreatic,Pancreatic
OMP,-2072.257324,418.130127,7.639319,false,OMP,OMP
Pursuit,-2061.457275,433.549042,7.639319,false,Pursuit,Pursuit
ADMM,-2243.156494,169.813126,7.639319,false,ADMM,ADMM
Inequality,-2348.300781,117.343147,7.639319,false,Inequality,Inequality
Interior-Point,-2310.772217,81.636551,7.639319,false,Interior-Point,Interior-Point
Duality,-2297.58252,94.914406,7.639319,false,Duality,Duality
Low-rank,-2000.358276,281.40332,7.639319,false,Low-rank,Low-rank
Unwrapping,212.379379,-2537.631836,7.63472,false,Unwrapping,Unwrapping
ESPRIT,-1756.848755,-1618.869141,7.63472,false,ESPRIT,ESPRIT
photographs,2587.94165,1045.259644,7.63472,false,photographs,photographs
silver,355.85022,-1917.433594,7.63472,false,silver,silver
Semi-supervised,-664.410645,3843.249756,7.628502,false,Semi-supervised,Semi-supervised
manifolds,-339.720001,2569.816895,7.628502,false,manifolds,manifolds
Penalty,-1025.340088,555.623474,7.628502,false,Penalty,Penalty
estimators,215.253433,967.579041,7.628502,false,estimators,estimators
Glycemic,3190.691406,564.579102,7.616782,false,Glycemic,Glycemic
mg/dL,3202.811035,611.493958,7.616782,false,mg/dL,mg/dL
FSI,-796.156067,-1875.901123,7.616782,false,FSI,FSI
ventricle,3137.317627,1427.761597,7.616782,false,ventricle,ventricle
BMI,3264.455078,548.696167,7.616782,false,BMI,BMI
Anonymity,-3512.557861,1178.017456,7.616782,false,Anonymity,Anonymity
defense,-3348.660889,1328.828491,7.616782,false,defense,defense
Ischemic,3102.765137,1215.706787,7.616782,false,Ischemic,Ischemic
Rayleigh,-626.831543,-2041.461304,7.616782,false,Rayleigh,Rayleigh
Multigrid,-1015.226685,-1684.318481,7.616782,false,Multigrid,Multigrid
Men,3260.785889,699.200195,7.616782,false,Men,Men
fourth-order,-922.113892,-1803.899048,7.616782,false,fourth-order,fourth-order
wake,-710.204407,-1855.10791,7.616782,false,wake,wake
Advection,-838.691345,-1885.21582,7.616782,false,Advection,Advection
prevalence,3317.983887,698.929871,7.616782,false,prevalence,prevalence
Authenticity,-3365.148682,1231.311646,7.616782,false,Authenticity,Authenticity
traits,3653.888184,-1486.949585,7.612616,false,traits,traits
MaxEnt,1478.753296,-3631.163574,7.612616,false,MaxEnt,MaxEnt
Somatic,3758.142334,-1304.580444,7.612616,false,Somatic,Somatic
first-line,3454.80127,-261.710632,7.612616,false,first-line,first-line
BCI,1798.329468,1980.403198,7.605929,false,BCI,BCI
brain-computer,1794.655273,1961.526001,7.605929,false,brain-computer,brain-computer
AD,2054.724365,1843.419556,7.605929,false,AD,AD
Childhood,2607.007812,1571.562012,7.605929,false,Childhood,Childhood
LUT,-3607.005127,1769.787354,7.605929,false,LUT,LUT
caregivers,2241.074219,1847.666992,7.605929,false,caregivers,caregivers
Cognition,1943.338501,1993.105469,7.605929,false,Cognition,Cognition
non-cooperative,-3394.359619,413.578339,7.59748,false,non-cooperative,non-cooperative
PQ,-2310.392334,-1335.22522,7.596737,false,PQ,PQ
metabolites,3089.011475,-1202.701538,7.594775,false,metabolites,metabolites
CO2,877.125366,-2290.881348,7.594775,false,CO2,CO2
Vibrational,1235.01709,-1800.537231,7.594775,false,Vibrational,Vibrational
Biodiesel,748.145874,-2273.935303,7.594775,false,Biodiesel,Biodiesel
Pb,734.349915,-1869.437256,7.594775,false,Pb,Pb
Agronomy_and_Crop_Science,1454.474609,-3444.95166,7.594146,true,Agronomy and Crop Science,Agronomy and Crop Science
Horticulture,1482.236328,-3417.426758,7.594146,true,Horticulture,Horticulture
Oceanography,986.132874,-3811.263184,7.594146,true,Oceanography,Oceanography
water,1065.769653,-3776.110352,7.594146,false,water,water
land-cover,1162.237427,-3806.489258,7.594146,false,land-cover,land-cover
nitrogen,1208.954346,-3487.669434,7.594146,false,nitrogen,nitrogen
SfM,506.267883,-2798.966797,7.589522,false,SfM,SfM
Deep_reinforcement_learning,-2947.665039,-425.17569,7.589522,false,Deep reinforcement learning,Deep reinforcement learning
Stabilizing,-2307.897217,-761.635498,7.589522,false,Stabilizing,Stabilizing
Markovian,-2314.77832,-684.987976,7.589522,false,Markovian,Markovian
TEC,83.271942,-2029.376953,7.586466,false,TEC,TEC
Ultra-wideband,-3189.177734,-279.463654,7.586466,false,Ultra-wideband,Ultra-wideband
Monocular,-526.487427,-59.722282,7.586466,false,Monocular,Monocular
Intestinal,3597.012695,-371.073975,7.585178,false,Intestinal,Intestinal
QRS,3189.188477,1462.666748,7.573301,false,QRS,QRS
Obesity,3250.299316,512.374451,7.573301,false,Obesity,Obesity
Left,3136.161621,1407.728271,7.573301,false,Left,Left
Vascular,2891.501709,1060.131592,7.573301,false,Vascular,Vascular
AKI,3400.855225,816.434265,7.573301,false,AKI,AKI
acute,3325.44458,971.801208,7.573301,false,acute,acute
University,-1381.53894,2947.2854,7.57151,false,University,University
open-access,-1717.512451,2676.552979,7.57151,false,open-access,open-access
citations,-1586.80127,2745.842041,7.57151,false,citations,citations
Answering,-1065.51355,3027.46167,7.57151,false,Answering,Answering
summaries,-1061.782715,2960.739746,7.57151,false,summaries,summaries
Responsibility,-1052.643311,2641.313721,7.57151,false,Responsibility,Responsibility
Engagement,-1203.104248,2870.304199,7.57151,false,Engagement,Engagement
title,-1682.262207,2716.976807,7.57151,false,title,title
Prostate_cancer,3281.668213,141.019592,7.569511,false,Prostate cancer,Prostate cancer
Reconstructed,2496.989746,718.968323,7.569511,false,Reconstructed,Reconstructed
Absorbed,2161.078857,375.7052,7.569511,false,Absorbed,Absorbed
excavations,498.00946,-2713.576416,7.569511,false,excavations,excavations
Therapy,2407.63623,341.583099,7.569511,false,Therapy,Therapy
Dissolution,968.294861,-2193.728271,7.569511,false,Dissolution,Dissolution
Obstacle_avoidance,-426.720917,-2.883281,7.566036,false,Obstacle avoidance,Obstacle avoidance
Collision_avoidance,-432.49823,-21.38435,7.566036,false,Collision avoidance,Collision avoidance
end-effectors,-171.308182,197.08551,7.566036,false,end-effectors,end-effectors
Vertebral,2149.347656,965.024231,7.566036,false,Vertebral,Vertebral
stride,1710.083252,1068.315308,7.566036,false,stride,stride
gripper,959.799866,822.293213,7.566036,false,gripper,gripper
Locomotion,1725.61853,1135.300781,7.566036,false,Locomotion,Locomotion
tendons,1909.914551,1109.379761,7.566036,false,tendons,tendons
Calling,3758.430908,-1333.780273,7.558999,false,Calling,Calling
Ecological,1514.343018,-3567.210205,7.558999,false,Ecological,Ecological
niche,1597.487427,-3508.075928,7.558999,false,niche,niche
Genus,3515.334961,-1317.470093,7.558999,false,Genus,Genus
vaccine,3541.522949,-940.908936,7.558999,false,vaccine,vaccine
richness,1743.161255,-3320.590332,7.558999,false,richness,richness
Typing,3638.806641,-1269.428467,7.558999,false,Typing,Typing
schedule,-2313.414795,1253.016113,7.554609,false,schedule,schedule
subclass,-2579.35083,2681.569336,7.554609,false,subclass,subclass
Metaheuristic_algorithms,-1524.064087,987.375,7.554609,false,Metaheuristic algorithms,Metaheuristic algorithms
meshes,-1548.298584,245.223495,7.554609,false,meshes,meshes
route,-1936.593628,1044.501099,7.554609,false,route,route
Disjoint,-2509.935547,2683.373535,7.554609,false,Disjoint,Disjoint
damage,117.531075,-1538.824951,7.550035,false,damage,damage
holdings,-1950.59021,1870.401978,7.550035,false,holdings,holdings
CNC,324.558502,-1807.41626,7.550035,false,CNC,CNC
employees,-1621.800659,2025.990601,7.550035,false,employees,employees
Russian,-1644.166626,1807.035278,7.550035,false,Russian,Russian
warehouse,-1937.165894,1772.800659,7.550035,false,warehouse,warehouse
Viscoelastic,183.561783,-1443.325562,7.550035,false,Viscoelastic,Viscoelastic
estate,-1779.017212,1797.227661,7.550035,false,estate,estate
Piezoelectric,51.33128,-1507.401611,7.550035,false,Piezoelectric,Piezoelectric
resins,470.484894,-1737.512695,7.550035,false,resins,resins
strains,1414.189453,-850.266235,7.550035,false,strains,strains
solder,-1871.995483,1735.789795,7.550035,false,solder,solder
daytime,870.587952,-3730.282715,7.546877,false,daytime,daytime
Rain,896.826477,-3957.985107,7.546877,false,Rain,Rain
Leaf,1406.279419,-3511.730713,7.546877,false,Leaf,Leaf
ozone,839.973267,-3648.403076,7.546877,false,ozone,ozone
VIs,1209.900146,-3694.476807,7.546877,false,VIs,VIs
Collocated,851.043823,-3765.665283,7.546877,false,Collocated,Collocated
nitrate,1022.148132,-3555.989746,7.546877,false,nitrate,nitrate
Virtual_machine,-4166.365234,223.612915,7.529633,false,Virtual machine,Virtual machine
Spiking,1433.367554,1818.77002,7.529633,false,Spiking,Spiking
speaker,-209.29921,2228.911621,7.529633,false,speaker,speaker
wings,-741.278503,-1817.217651,7.529633,false,wings,wings
Hepatic,3524.989502,20.032667,7.529633,false,Hepatic,Hepatic
IQR,3387.739014,847.293457,7.529633,false,IQR,IQR
resonance,2236.265137,1414.11792,7.529633,false,resonance,resonance
DES,-1915.085327,-44.77932,7.529633,false,DES,DES
Immersed,-787.458313,-1841.091675,7.529633,false,Immersed,Immersed
Scalp,1850.726807,1944.642578,7.529633,false,Scalp,Scalp
LTE,-4189.958008,-39.031506,7.529633,false,LTE,LTE
SBS,-4298.904297,-115.360176,7.529633,false,SBS,SBS
BSS,-4289.244629,-97.786133,7.529633,false,BSS,BSS
Momentum,-729.011047,-1946.34668,7.529633,false,Momentum,Momentum
Necrosis,3574.302246,-163.196274,7.529633,false,Necrosis,Necrosis
ROIs,2405.902344,1348.535767,7.529633,false,ROIs,ROIs
Pathophysiology,2108.262451,1885.67395,7.529633,false,Pathophysiology,Pathophysiology
Charging,-1727.343506,-808.637939,7.522898,false,Charging,Charging
Plug-in,-1747.046387,-806.946777,7.522898,false,Plug-in,Plug-in
Fuzzy_logic_controller,-2237.264404,-1276.074219,7.522898,false,Fuzzy logic controller,Fuzzy logic controller
Energy_storage,-1785.633789,-881.141968,7.522898,false,Energy storage,Energy storage
surveys,107.737366,-727.364136,7.519064,false,surveys,surveys
published,-1164.415771,1619.560181,7.519064,false,published,published
aberrations,537.816162,-1816.062134,7.519064,false,aberrations,aberrations
Near-field,-1339.387451,-1924.454956,7.519064,false,Near-field,Near-field
Microstrip,-585.321533,-2208.196289,7.519064,false,Microstrip,Microstrip
Optimisation,-2052.001221,1361.937134,7.512599,false,Optimisation,Optimisation
optimise,-2055.627197,1344.791138,7.512599,false,optimise,optimise
Utilising,-2082.4375,1369.053955,7.512599,false,Utilising,Utilising
Particle_swarm_optimisation,-2037.453735,1351.279785,7.512599,false,Particle swarm optimisation,Particle swarm optimisation
Mass_spectrometry,2475.02832,-1570.693848,7.505095,false,Mass spectrometry,Mass spectrometry
Bacteria,3509.876221,-1215.118774,7.505095,false,Bacteria,Bacteria
Blurred,-2014.638062,324.311981,7.505095,false,Blurred,Blurred
microbes,3534.627441,-1267.021118,7.505095,false,microbes,microbes
Exergy,-423.72818,-2010.490601,7.505095,false,Exergy,Exergy
Ill-posed,-2014.036865,260.003448,7.505095,false,Ill-posed,Ill-posed
Ignition,757.184204,-2328.470459,7.505095,false,Ignition,Ignition
DNNs,955.103577,3459.216064,7.505095,false,DNNs,DNNs
QTL,3687.656982,-1481.866577,7.505095,false,QTL,QTL
Adversarial,-2845.107178,3401.06958,7.505095,false,Adversarial,Adversarial
Immunity,3554.230469,-908.139404,7.505095,false,Immunity,Immunity
species,1918.432739,-3157.134521,7.505095,false,species,species
HLA,3630.431152,-991.902588,7.505095,false,HLA,HLA
crystalline,1112.755615,-1809.163452,7.505095,false,crystalline,crystalline
k-mers,3672.058594,-1286.617432,7.505095,false,k-mers,k-mers
acids,2955.490479,-1479.920044,7.505095,false,acids,acids
patches,-2152.173828,431.164459,7.505095,false,patches,patches
Physical_and_Theoretical_Chemistry,1328.085938,-1793.470581,7.505095,true,Physical and Theoretical Chemistry,Physical and Theoretical Chemistry
QSPR,2438.716553,-1765.510376,7.505095,false,QSPR,QSPR
Iterative_methods,-2186.592529,7.224858,7.505095,false,Iterative methods,Iterative methods
Hydration,1426.415771,-1860.373413,7.505095,false,Hydration,Hydration
bilayer,1434.245483,-1817.604126,7.505095,false,bilayer,bilayer
speed-ups,-3818.669434,1992.569824,7.500871,false,speed-ups,speed-ups
multipliers,-3616.454102,1690.956665,7.500871,false,multipliers,multipliers
gate,-3601.833252,1751.440918,7.500871,false,gate,gate
